batch_id,temperature_c,pressure_kpa,cycle_time_sec,material_humidity_pct,operator_experience_years,machine_age_years,shift_hours_into_day,vibration_mm_s,power_consumption_kwh,defect_flag
B01323,212.4,131.2,99.0,5.99,16.8,6.8,2.1,5.18,73.3,0
B01324,244.0,150.2,63.9,1.68,9.2,13.9,11.8,0.53,48.4,0
B01325,226.8,126.9,79.3,1.36,8.8,13.3,13.3,6.7,57.1,0
B01326,226.7,156.5,76.7,3.46,7.9,7.6,14.7,0.98,65.5,0
B01327,237.0,142.4,97.0,8.3,5.7,8.5,12.2,2.44,56.2,1
B01328,168.3,141.8,142.1,8.13,10.6,14.0,12.7,4.29,80.6,1
B01329,172.0,153.7,83.8,4.28,13.3,13.2,8.1,4.68,51.2,0
B01330,202.3,161.6,153.5,0.98,17.8,13.7,2.2,4.23,65.4,0
B01331,172.2,135.0,100.2,7.46,1.3,4.6,2.6,4.07,77.4,1
B01332,198.0,142.2,77.0,3.74,6.7,1.5,9.4,1.87,36.3,0
B01333,187.2,105.0,137.2,8.41,12.6,6.8,16.1,5.05,24.4,1
B01334,186.3,132.9,85.0,4.27,15.1,4.0,15.4,6.17,88.1,0
B01335,217.2,122.9,69.8,5.9,6.4,13.6,23.3,2.58,55.6,0
B01336,187.2,163.1,52.1,1.21,18.0,1.7,6.2,5.75,41.5,0
B01337,232.3,106.2,100.0,0.86,5.9,1.1,22.5,5.7,68.5,0
B01338,187.3,106.7,107.3,4.27,12.3,12.1,8.3,3.27,52.5,0
B01339,193.4,140.1,72.1,3.94,10.9,10.8,10.9,6.63,43.9,1
B01340,191.4,102.8,91.0,2.33,2.1,4.9,22.8,5.98,44.6,1
B01341,170.2,122.8,151.6,2.65,6.0,2.3,15.6,5.59,77.9,0
B01342,244.0,91.6,103.6,7.36,0.6,11.6,2.2,5.49,53.6,1
B01343,201.5,131.4,68.7,7.25,12.3,9.6,2.1,1.65,65.8,0
B01344,197.1,90.8,89.1,4.22,8.2,13.1,3.6,5.78,73.9,0
B01345,233.1,158.4,44.0,2.4,13.0,4.7,2.5,1.8,36.2,0
B01346,224.7,140.5,110.3,1.06,3.0,4.0,14.3,4.66,38.2,0
B01347,213.7,152.5,119.2,3.18,13.5,12.4,8.0,2.43,60.3,0
B01348,174.6,128.0,78.2,7.7,6.9,10.7,17.3,5.68,45.6,1
B01349,197.1,137.7,44.2,7.49,13.9,4.3,21.5,1.34,47.7,0
B01350,210.4,161.0,97.4,0.78,16.1,1.8,7.9,5.7,44.4,0
B01351,202.4,139.4,70.9,2.2,14.9,3.2,9.5,4.87,45.8,0
B01352,176.7,132.5,85.3,7.19,8.1,6.9,0.9,4.87,33.3,1
B01353,165.1,156.5,85.5,7.24,16.5,11.5,5.2,3.39,89.1,1
B01354,222.8,157.3,126.9,6.63,16.2,4.6,23.4,5.97,33.3,1
B01355,229.2,94.3,77.1,1.86,1.3,7.1,18.6,4.73,40.2,0
B01356,169.9,128.1,80.1,1.34,11.8,3.4,19.6,2.71,24.4,0
B01357,243.3,162.9,63.7,7.96,13.8,8.8,23.1,2.8,69.2,1
B01358,218.2,88.3,81.0,3.26,9.0,3.2,20.5,5.84,75.2,0
B01359,169.4,121.8,80.2,5.78,14.6,2.6,4.6,5.71,38.4,0
B01360,185.5,140.4,107.3,4.9,12.3,7.7,8.0,2.24,48.0,0
B01361,227.5,159.8,50.8,2.59,14.1,4.2,1.3,6.36,28.8,0
B01362,204.5,144.2,122.4,6.11,14.6,3.0,22.7,2.13,41.9,0
B01363,178.0,111.4,134.9,5.97,6.7,4.9,0.6,0.43,40.2,0
B01364,188.8,103.8,71.3,2.89,4.5,4.1,17.5,6.31,58.7,0
B01365,213.9,123.3,118.0,2.88,1.1,8.7,2.6,0.57,84.6,0
B01366,194.8,98.7,46.3,5.4,4.0,6.5,1.7,2.83,54.6,0
B01367,177.3,133.0,60.7,3.76,2.8,1.7,16.0,5.97,82.9,0
B01368,175.1,90.1,138.9,2.59,2.7,10.2,20.7,3.08,46.4,1
B01369,240.6,126.8,83.7,8.26,11.2,3.2,20.9,3.28,61.8,0
B01370,188.2,91.9,43.1,3.42,2.6,12.9,17.1,3.1,48.4,1
B01371,187.4,155.0,61.4,1.88,8.2,7.2,15.7,6.1,24.9,0
B01372,196.2,103.4,46.2,7.62,2.0,11.2,3.3,2.64,70.2,1
B01373,239.9,161.0,150.9,3.61,7.9,6.8,0.8,4.94,40.5,1
B01374,219.5,118.8,107.6,2.3,4.9,10.8,19.9,2.12,41.3,0
B01375,218.7,88.6,89.2,6.68,5.4,7.0,15.6,1.74,74.5,0
B01376,210.8,126.2,53.2,7.89,1.9,11.7,22.6,1.38,78.8,1
B01377,174.7,136.0,130.0,0.73,8.3,9.2,20.2,2.22,36.3,0
B01378,215.1,101.5,124.5,7.65,16.9,5.8,3.1,2.52,27.0,0
B01379,181.7,141.4,65.3,5.95,13.0,10.8,18.0,6.65,54.1,0
B01380,242.7,160.0,73.4,1.77,7.0,2.2,5.1,0.94,86.0,1
B01381,212.6,90.2,83.9,6.84,10.8,2.3,19.7,2.73,28.1,0
B01382,220.3,153.5,109.5,5.26,5.6,9.9,19.1,0.56,40.3,1
B01383,208.0,141.0,81.4,7.3,2.7,9.5,12.9,6.39,89.4,0
B01384,214.9,89.9,69.0,5.61,4.8,3.4,5.2,2.21,63.5,0
B01385,222.2,151.5,138.8,6.86,12.4,10.9,9.2,1.22,63.1,1
B01386,245.0,106.4,85.3,4.67,10.1,10.1,14.7,6.33,45.4,1
B01387,165.1,141.7,124.5,5.21,8.1,1.9,10.0,4.11,73.1,1
B01388,236.7,151.7,98.1,2.27,12.9,8.7,4.2,6.63,71.9,0
B01389,181.9,105.3,152.2,4.64,14.6,3.7,23.4,4.45,77.5,0
B01390,214.8,116.5,105.1,1.79,8.5,7.3,5.1,4.32,48.5,0
B01391,234.2,107.6,150.4,6.27,13.0,11.6,5.2,1.5,25.1,1
B01392,217.8,111.7,116.1,4.35,4.5,12.0,17.2,4.36,33.2,1
B01393,205.9,150.1,57.7,6.66,6.2,10.5,21.7,3.93,85.7,1
B01394,189.9,148.0,88.8,7.18,8.7,0.8,20.3,3.97,53.7,0
B01395,238.3,120.0,91.3,1.49,4.9,13.0,3.1,2.44,30.6,0
B01396,212.1,150.5,68.2,1.7,17.8,6.5,9.7,5.38,32.4,0
B01397,178.4,95.0,109.6,0.89,7.6,4.1,10.5,2.38,65.7,0
B01398,183.7,88.7,136.6,8.46,15.2,12.6,18.7,3.42,46.9,1
B01399,235.4,111.3,111.9,2.64,11.7,8.1,16.6,2.89,83.1,0
B01400,173.7,150.5,149.3,7.49,9.8,9.1,0.4,2.59,48.0,1
B01401,223.4,109.1,98.5,1.26,5.1,6.7,1.7,1.95,31.8,0
B01402,190.2,157.9,66.1,7.23,6.5,2.7,16.3,0.61,36.9,1
B01403,219.4,159.4,139.0,3.95,4.9,8.1,18.4,2.87,78.6,1
B01404,169.8,146.3,73.4,2.94,11.6,9.8,17.4,3.3,44.9,0
B01405,239.8,89.4,67.4,5.17,13.1,11.8,22.4,3.4,24.5,1
B01406,193.3,98.9,75.1,7.79,13.2,7.6,12.8,2.66,31.0,0
B01407,226.1,130.4,116.1,3.95,3.2,11.3,6.8,5.92,33.5,0
B01408,178.2,121.8,149.2,8.33,12.6,8.7,14.9,1.21,59.0,1
B01409,186.0,163.2,137.5,1.18,1.9,12.7,0.2,2.27,65.5,1
B01410,220.3,147.5,144.9,4.84,2.2,11.2,6.8,4.36,48.2,1
B01411,197.4,107.0,150.0,6.8,15.9,13.8,12.1,6.02,81.1,1
B01412,171.9,89.7,135.6,8.13,4.6,12.1,22.2,1.99,44.8,1
B01413,203.4,110.2,123.9,5.48,16.8,10.4,21.8,2.9,72.3,0
B01414,231.4,134.1,92.0,4.67,11.8,9.0,15.7,5.89,44.0,0
B01415,196.6,161.5,59.4,6.0,4.9,7.2,10.9,5.3,67.7,1
B01416,241.4,117.0,55.3,4.96,3.2,4.8,1.9,1.5,68.8,0
B01417,214.3,150.7,147.9,6.84,4.8,8.7,23.3,5.67,71.5,1
B01418,225.3,113.1,85.4,3.86,10.5,13.1,4.7,5.78,65.1,0
B01419,167.6,153.0,96.5,4.38,17.5,12.6,21.5,2.36,57.2,0
B01420,223.0,88.2,88.9,1.47,5.6,1.5,5.4,1.1,57.8,0
B01421,175.1,108.7,152.2,7.48,4.3,9.8,12.7,3.2,63.3,1
B01422,189.2,136.4,93.7,6.0,1.8,12.6,4.0,0.56,80.1,1
B01423,204.1,101.2,53.1,2.78,14.6,8.9,1.4,2.15,52.4,0
B01424,220.5,127.5,96.2,6.98,5.5,8.3,4.4,0.94,39.0,1
B01425,205.9,154.7,81.6,6.33,16.0,10.1,10.6,6.63,66.3,0
B01426,223.5,141.4,131.2,8.05,5.6,5.0,0.4,4.41,77.9,1
B01427,241.0,122.4,118.6,3.66,11.2,5.7,16.0,1.33,82.4,1
B01428,184.3,96.7,106.7,0.85,2.5,10.1,13.4,3.69,66.9,0
B01429,212.7,144.9,73.6,2.21,1.9,7.3,12.5,5.82,50.2,0
B01430,239.5,117.6,94.5,2.26,11.1,11.9,12.6,3.7,84.8,1
B01431,234.2,152.7,107.9,3.28,2.3,6.7,18.4,4.39,49.2,0
B01432,173.0,119.1,120.5,2.52,6.4,5.1,0.9,0.61,83.5,0
B01433,179.8,158.4,45.0,7.97,2.5,7.2,1.5,6.03,46.0,1
B01434,197.0,96.0,151.0,5.83,7.4,2.6,22.0,6.3,73.5,1
B01435,174.5,134.4,132.3,6.33,1.2,7.6,3.6,5.88,47.6,1
B01436,182.7,106.3,107.4,1.77,4.9,5.7,4.6,4.08,44.8,0
B01437,176.7,104.5,135.8,2.39,6.3,1.5,8.7,2.76,76.8,1
B01438,176.3,138.8,152.4,3.95,13.0,7.0,18.4,0.99,44.6,0
B01439,178.1,142.2,117.7,3.52,0.6,2.9,0.8,2.16,32.6,0
B01440,233.2,144.5,72.4,3.18,7.0,13.7,5.7,1.83,34.8,0
B01441,192.6,159.3,46.1,7.08,16.3,13.1,20.9,1.39,60.2,0
B01442,170.4,145.0,65.2,7.62,7.8,5.0,6.6,0.52,72.3,1
B01443,174.0,94.2,143.4,1.51,2.5,8.7,19.8,5.66,79.2,1
B01444,218.5,149.6,113.1,1.43,12.7,11.8,19.4,4.32,37.2,0
B01445,236.0,105.0,51.8,3.83,4.5,9.8,5.9,4.57,63.7,1
B01446,182.4,148.3,121.3,6.09,10.7,5.3,10.1,4.39,41.8,0
B01447,194.9,98.2,55.2,2.19,2.2,5.0,22.3,3.14,33.9,1
B01448,215.3,152.0,61.4,1.28,4.5,13.0,22.1,2.14,53.6,0
B01449,244.8,124.8,146.0,5.97,1.5,2.2,6.2,4.91,51.2,1
B01450,224.2,112.3,88.7,6.68,14.4,0.8,2.2,2.74,60.4,0
B01451,217.1,95.7,81.4,4.35,8.1,6.0,7.4,3.79,56.1,0
B01452,207.7,117.5,55.2,8.48,13.6,3.3,19.1,5.68,56.6,1
B01453,216.1,164.1,136.0,2.0,7.0,8.2,12.6,4.71,28.1,1
B01454,203.4,164.4,120.0,2.32,13.6,7.0,2.8,2.25,75.5,1
B01455,195.6,132.7,122.6,7.62,3.7,13.3,20.1,2.43,48.3,0
B01456,208.2,113.6,73.6,5.91,16.1,4.3,4.3,0.87,64.4,0
B01457,173.4,137.8,105.4,6.81,13.5,10.2,18.5,5.45,84.3,0
B01458,198.7,133.6,116.8,1.02,15.2,5.1,15.9,3.69,31.2,0
B01459,168.1,146.3,110.9,6.42,16.9,1.9,16.6,2.94,57.6,0
B01460,202.3,94.9,75.1,5.56,10.2,10.4,5.4,6.45,32.7,0
B01461,233.3,97.0,116.5,7.11,8.3,11.7,6.2,3.23,31.3,1
B01462,229.3,155.2,145.3,7.6,1.5,9.0,14.0,4.82,33.8,1
B01463,165.6,101.8,151.5,4.27,13.9,1.4,10.2,6.59,47.0,0
B01464,235.8,102.5,103.5,6.17,9.2,3.9,18.4,6.0,70.0,1
B01465,187.4,148.2,138.5,1.52,14.9,5.3,17.3,2.73,72.1,1
B01466,188.1,135.7,114.9,2.25,12.9,3.8,21.2,0.74,43.8,0
B01467,240.8,157.6,69.5,5.1,9.4,8.7,7.8,0.8,36.0,1
B01468,173.0,132.4,43.5,7.49,9.9,9.0,20.6,5.64,74.9,1
B01469,237.8,136.2,93.1,4.8,7.4,7.5,8.0,2.37,65.7,0
B01470,234.1,124.0,118.7,2.98,14.2,2.7,2.1,3.17,30.9,0
B01471,174.3,148.3,111.7,4.34,15.2,11.6,13.9,5.21,63.9,0
B01472,219.7,107.4,89.6,7.79,16.0,3.7,11.5,1.66,27.6,0
B01473,191.7,147.6,95.7,4.39,11.7,4.8,10.7,1.54,64.5,0
B01474,165.4,128.1,99.7,1.1,11.4,9.5,3.4,3.6,88.5,0
B01475,170.8,119.3,115.3,7.05,8.7,7.1,9.1,1.35,29.7,1
B01476,240.0,162.3,111.8,3.9,0.8,8.5,9.8,6.41,91.2,1
B01477,208.0,156.6,137.8,4.31,8.4,12.7,19.6,6.36,41.4,0
B01478,209.0,128.0,145.9,1.54,12.0,10.1,23.2,3.3,47.0,0
B01479,165.4,153.3,49.5,6.6,4.0,2.1,11.7,0.6,48.7,1
B01480,206.0,112.8,65.8,4.09,10.6,2.7,6.9,4.97,33.3,0
B01481,189.8,162.1,106.8,6.56,10.0,8.1,16.3,2.25,74.5,0
B01482,227.5,108.6,104.7,7.35,2.6,5.7,4.6,5.59,61.2,0
B01483,225.0,163.3,94.5,4.18,12.1,11.0,7.8,4.49,83.4,0
B01484,189.1,163.6,149.0,3.18,16.6,4.2,19.9,0.98,32.2,0
B01485,236.7,150.2,83.8,7.33,10.4,11.7,11.8,6.78,58.7,1
B01486,200.5,137.4,83.9,1.22,7.8,3.3,0.7,3.26,44.5,0
B01487,190.9,149.1,114.8,3.24,12.4,3.4,8.2,1.4,48.6,0
B01488,210.3,122.8,57.5,6.16,1.6,3.6,13.8,1.68,34.1,0
B01489,211.8,162.3,109.3,4.0,7.3,10.9,4.6,1.93,36.1,0
B01490,234.2,149.3,88.1,2.04,8.8,12.0,21.3,3.72,89.8,1
B01491,232.1,157.0,150.7,7.91,10.0,8.6,5.5,4.22,76.3,0
B01492,169.2,106.3,92.2,1.86,10.4,1.3,2.0,4.8,79.2,0
B01493,173.9,152.6,81.0,0.71,15.5,3.9,2.5,3.08,25.6,0
B01494,232.6,88.2,103.4,7.69,6.4,10.4,8.9,1.77,70.4,0
B01495,239.9,97.4,144.7,1.08,10.3,2.9,8.0,5.63,35.7,1
B01496,170.9,149.0,54.8,6.19,8.7,2.3,11.3,6.13,72.5,1
B01497,230.1,132.2,42.6,6.0,8.8,4.7,13.0,6.16,59.6,1
B01498,223.8,156.2,114.5,5.33,13.2,12.8,8.5,4.4,25.5,1
B01499,226.6,115.1,62.0,4.07,8.5,7.1,9.9,3.55,57.4,0
B01500,239.7,153.4,98.2,7.29,2.5,12.4,6.6,6.05,42.1,1
B01501,168.9,125.1,146.3,1.23,14.0,11.3,18.8,2.68,81.5,1
B01502,196.0,154.7,73.1,2.7,9.3,11.7,9.6,4.68,34.8,0
B01503,234.4,164.0,117.8,5.59,5.1,4.4,4.5,3.57,40.7,1
B01504,184.0,100.5,115.6,2.31,16.2,5.4,1.0,2.0,55.2,0
B01505,181.4,129.6,78.1,3.31,14.7,13.2,0.5,4.6,58.3,0
B01506,239.6,94.6,42.4,4.46,6.9,8.1,21.6,2.07,89.3,1
B01507,175.5,116.6,128.5,6.05,11.3,10.4,14.6,5.57,39.3,1
B01508,243.1,110.8,68.6,5.64,2.6,4.4,6.9,0.53,90.8,0
B01509,175.6,160.8,95.3,4.61,3.0,9.8,14.7,1.74,43.9,0
B01510,223.0,164.3,50.0,4.49,12.5,6.2,2.8,2.3,92.0,1
B01511,199.7,123.6,111.9,4.95,7.3,12.0,13.1,1.59,54.4,1
B01512,179.5,105.8,112.3,6.62,14.0,5.1,1.8,4.68,31.5,1
B01513,165.5,125.8,115.8,5.62,11.3,9.8,15.3,5.22,32.6,1
B01514,168.5,138.6,72.6,5.95,2.0,4.8,11.9,5.32,65.5,1
B01515,234.6,150.6,148.6,7.63,10.0,1.4,7.4,5.38,58.9,1
B01516,176.2,94.5,52.7,7.11,17.9,13.3,3.2,3.79,91.6,1
B01517,192.2,158.0,112.8,1.62,7.7,5.4,6.9,2.8,48.5,0
B01518,202.3,106.3,101.0,5.01,8.7,8.6,8.7,1.19,74.8,0
B01519,193.1,94.8,53.5,4.66,1.9,10.2,16.5,4.44,49.1,1
B01520,214.7,138.5,124.1,4.11,0.9,3.9,14.6,5.12,44.2,0
B01521,233.8,151.1,87.6,4.5,14.5,12.7,16.2,3.22,70.5,1
B01522,224.4,95.1,80.6,4.4,11.7,10.9,19.2,6.76,39.3,1
B01523,197.8,89.0,109.5,1.48,17.7,13.7,9.4,2.91,65.4,1
B01524,166.6,97.4,99.0,6.27,16.3,13.6,4.5,1.22,51.6,0
B01525,221.3,133.1,103.0,5.84,9.2,12.5,3.8,3.23,61.6,1
B01526,228.1,124.7,112.1,6.75,15.6,3.0,17.3,2.89,68.1,0
B01527,210.4,126.8,125.5,8.03,12.6,12.0,9.9,3.97,35.4,1
B01528,186.5,109.6,149.6,7.26,9.9,4.7,22.9,6.65,39.5,1
B01529,193.4,114.1,83.0,5.31,17.5,8.5,20.2,5.49,54.6,0
B01530,207.0,116.7,62.8,7.92,1.5,5.8,0.9,1.1,54.7,0
B01531,217.6,109.5,136.4,5.55,12.1,12.7,15.6,4.92,41.6,1
B01532,176.0,91.2,53.9,5.2,12.2,6.3,18.9,1.08,56.6,1
B01533,243.4,99.3,95.8,1.23,16.0,3.9,10.9,5.27,71.6,0
B01534,226.2,158.6,135.4,3.81,5.3,1.6,17.2,0.61,71.3,0
B01535,213.8,108.3,126.1,1.4,13.4,8.1,4.1,3.16,58.5,0
B01536,222.5,118.6,47.5,2.99,11.6,9.3,20.0,0.65,27.8,0
B01537,215.6,128.8,133.5,2.01,5.1,8.0,23.4,3.81,44.3,0
B01538,193.8,148.4,103.8,2.94,10.7,0.9,18.9,1.68,63.6,0
B01539,167.3,137.8,143.2,2.61,16.4,1.1,6.8,0.7,56.6,0
B01540,217.5,130.8,91.1,3.17,17.6,13.9,1.7,1.33,79.5,1
B01541,239.8,159.9,89.0,6.86,5.6,11.2,7.0,6.75,58.3,1
B01542,223.6,93.0,84.2,2.11,8.5,4.5,8.3,3.56,51.2,0
B01543,202.2,99.4,92.9,3.59,3.2,3.3,3.3,3.79,74.9,0
B01544,181.1,134.6,54.7,2.41,17.1,1.3,18.8,5.35,26.4,0
B01545,187.9,89.1,92.2,5.61,7.0,13.2,12.1,5.82,88.0,1
B01546,206.0,90.7,111.0,7.93,12.6,10.0,6.3,1.43,85.7,0
B01547,234.7,92.7,136.8,7.42,15.9,13.1,4.4,5.26,55.3,1
B01548,219.4,106.4,58.3,3.96,0.9,12.3,1.8,3.17,72.4,0
B01549,195.0,111.2,65.4,5.59,14.9,3.1,3.9,0.57,71.1,0
B01550,233.4,153.7,80.5,8.0,4.5,3.4,18.9,4.35,33.5,1
B01551,192.4,154.7,117.0,4.32,10.7,6.6,8.5,6.42,49.0,1
B01552,233.7,119.3,51.3,1.49,8.9,4.9,11.2,5.22,69.6,0
B01553,184.8,153.1,63.5,6.49,9.7,1.2,6.6,3.9,81.8,0
B01554,223.6,103.0,65.8,2.26,11.5,10.0,2.9,1.21,58.0,0
B01555,229.9,110.4,100.0,7.51,6.0,5.6,2.4,6.63,44.0,1
B01556,181.9,107.5,125.2,2.56,6.1,8.7,3.5,2.25,69.7,0
B01557,230.9,104.0,50.8,5.51,10.6,6.6,9.8,1.71,57.6,0
B01558,219.3,153.7,76.0,5.26,1.7,12.4,22.0,2.03,42.8,1
B01559,166.6,114.8,100.1,5.65,7.7,0.8,10.6,5.96,32.9,1
B01560,223.1,100.9,85.3,4.67,13.2,5.4,11.4,2.42,76.1,0
B01561,187.0,92.0,72.4,3.55,16.5,7.7,8.9,3.3,28.1,0
B01562,240.6,163.2,52.6,0.88,2.3,4.3,5.0,6.58,72.7,1
B01563,180.0,117.8,79.5,4.54,5.8,7.1,19.8,6.28,65.9,0
B01564,244.1,116.2,130.9,0.79,11.1,12.7,12.8,2.92,63.4,1
B01565,221.5,88.8,95.0,1.14,0.5,2.5,22.8,1.36,34.5,1
B01566,200.3,132.5,61.7,2.76,16.3,12.3,17.9,2.34,62.9,0
B01567,244.6,113.3,90.5,6.01,4.4,3.5,1.5,2.49,46.7,1
B01568,242.1,89.0,54.1,7.48,6.6,9.6,20.9,2.15,48.5,1
B01569,195.8,146.0,106.7,5.18,11.8,9.5,5.8,5.59,80.4,0
B01570,217.4,158.6,66.1,3.04,12.4,13.0,22.3,1.97,69.1,0
B01571,195.6,142.8,133.8,3.14,11.8,6.1,17.1,4.79,89.4,0
B01572,183.8,148.8,54.6,5.46,3.5,11.1,10.8,2.47,47.6,1
B01573,224.2,119.2,107.1,3.92,13.4,8.1,7.6,1.88,43.7,0
B01574,171.0,90.6,87.9,8.08,2.5,12.1,3.6,3.67,42.8,1
B01575,220.9,138.5,80.2,5.91,2.8,1.3,3.8,0.53,72.1,0
B01576,190.8,101.3,104.7,7.68,15.3,4.8,8.4,6.26,45.6,1
B01577,185.9,153.1,143.1,3.36,14.5,1.2,15.9,4.66,30.9,0
B01578,166.5,118.8,121.8,3.13,13.2,7.1,15.3,2.43,76.0,0
B01579,204.8,162.7,48.2,2.03,11.2,2.4,11.0,5.87,65.8,0
B01580,188.5,122.9,109.8,7.45,0.9,3.6,20.6,5.19,27.2,0
B01581,196.2,113.9,63.5,1.44,15.5,4.8,2.8,0.92,72.9,0
B01582,241.2,95.7,56.2,5.38,15.1,11.2,23.4,0.95,58.8,1
B01583,172.7,100.7,93.6,2.32,15.2,12.8,18.3,6.06,70.6,0
B01584,216.2,140.6,86.0,1.12,10.8,11.4,12.9,1.4,65.8,0
B01585,188.6,102.3,62.7,5.16,12.2,3.0,16.7,2.76,45.2,0
B01586,191.9,148.2,84.3,4.62,8.6,11.3,18.0,2.05,25.1,0
B01587,182.5,162.2,136.6,8.45,9.6,1.2,8.1,2.84,54.9,1
B01588,209.7,140.5,57.6,5.53,16.4,3.6,20.2,6.63,58.0,0
B01589,180.8,163.5,150.4,1.85,8.4,2.3,0.6,6.27,38.6,0
B01590,172.0,147.8,131.8,5.26,2.2,2.0,23.2,1.15,61.6,1
B01591,241.8,156.0,54.8,5.32,4.9,9.1,5.5,1.35,52.2,1
B01592,175.8,107.6,150.4,6.64,3.1,8.4,6.8,2.3,25.1,1
B01593,170.5,117.9,78.4,6.05,7.5,12.1,5.8,4.1,87.4,1
B01594,166.9,93.6,69.6,5.57,14.1,7.5,11.2,0.54,68.1,1
B01595,176.1,118.7,56.3,4.28,16.4,2.9,14.0,0.9,88.5,0
B01596,211.9,148.8,147.0,7.87,7.3,9.8,13.6,6.46,42.5,1
B01597,203.7,136.0,113.2,1.81,2.4,2.7,18.0,4.26,65.1,0
B01598,188.1,137.2,65.1,3.03,8.3,2.0,19.4,5.97,31.6,0
B01599,174.8,109.8,52.3,8.48,12.3,7.5,17.0,6.57,49.1,1
B01600,231.7,99.1,80.0,3.05,7.2,9.4,1.9,2.25,71.7,0
